Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total
Total;09 Cataluña;1;2023;615,9
Total;09 Cataluña;1;2022;617,5
Total;09 Cataluña;1;2021;569,1
Total;09 Cataluña;1;2020;519,2
Total;09 Cataluña;1;2019;532,9
Total;09 Cataluña;1;2018;486,3
Total;09 Cataluña;1;2017;465,7
Total;09 Cataluña;1;2016;447,1
Total;09 Cataluña;1;2015;409,6
Total;09 Cataluña;1;2014;409,4
Total;09 Cataluña;1;2013;419,8
Total;09 Cataluña;1;2012;406,0
Total;09 Cataluña;1;2011;451,6
Total;09 Cataluña;1;2010;482,8
Total;09 Cataluña;1;2009;500,5
Total;09 Cataluña;1;2008;495,9
Total;09 Cataluña;1;2007;520,1
Total;09 Cataluña;1;2006;471,4
Total;09 Cataluña;2;2024;1.286,2
Total;09 Cataluña;2;2023;1.201,1
Total;09 Cataluña;2;2022;1.116,4
Total;09 Cataluña;2;2021;1.024,5
Total;09 Cataluña;2;2020;1.005,0
Total;09 Cataluña;2;2019;995,8
Total;09 Cataluña;2;2018;905,6
Total;09 Cataluña;2;2017;861,9
Total;09 Cataluña;2;2016;862,3
Total;09 Cataluña;2;2015;823,6
Total;09 Cataluña;2;2014;819,3
Total;09 Cataluña;2;2013;813,0
Total;09 Cataluña;2;2012;841,2
Total;09 Cataluña;2;2011;861,4
Total;09 Cataluña;2;2010;884,3
Total;09 Cataluña;2;2009;879,8
Total;09 Cataluña;2;2008;883,6
Total;09 Cataluña;2;2007;855,2
Total;09 Cataluña;2;2006;805,0
Total;09 Cataluña;3;2024;1.485,8
Total;09 Cataluña;3;2023;1.431,8
Total;09 Cataluña;3;2022;1.336,3
Total;09 Cataluña;3;2021;1.256,5
Total;09 Cataluña;3;2020;1.237,1
Total;09 Cataluña;3;2019;1.222,4
Total;09 Cataluña;3;2018;1.156,5
Total;09 Cataluña;3;2017;1.119,0
Total;09 Cataluña;3;2016;1.118,7
Total;09 Cataluña;3;2015;1.098,0
Total;09 Cataluña;3;2014;1.101,4
Total;09 Cataluña;3;2013;1.099,0
Total;09 Cataluña;3;2012;1.107,7
Total;09 Cataluña;3;2011;1.128,8
Total;09 Cataluña;3;2010;1.143,9
Total;09 Cataluña;3;2009;1.121,1
Total;09 Cataluña;3;2008;1.111,5
Total;09 Cataluña;3;2007;1.056,2
Total;09 Cataluña;3;2006;1.001,6
Total;09 Cataluña;4;2024;1.680,4
Total;09 Cataluña;4;2023;1.625,4
Total;09 Cataluña;4;2022;1.525,0
Total;09 Cataluña;4;2021;1.457,7
Total;09 Cataluña;4;2020;1.421,3
Total;09 Cataluña;4;2019;1.421,1
Total;09 Cataluña;4;2018;1.354,4
Total;09 Cataluña;4;2017;1.322,5
Total;09 Cataluña;4;2016;1.325,6
Total;09 Cataluña;4;2015;1.318,7
Total;09 Cataluña;4;2014;1.308,8
Total;09 Cataluña;4;2013;1.323,9
Total;09 Cataluña;4;2012;1.321,1
Total;09 Cataluña;4;2011;1.309,1
Total;09 Cataluña;4;2010;1.321,0
Total;09 Cataluña;4;2009;1.290,7
Total;09 Cataluña;4;2008;1.266,1
Total;09 Cataluña;4;2007;1.203,1
Total;09 Cataluña;4;2006;1.147,2
Total;09 Cataluña;5;2024;1.890,2
Total;09 Cataluña;5;2023;1.835,8
Total;09 Cataluña;5;2022;1.714,7
Total;09 Cataluña;5;2021;1.654,2
Total;09 Cataluña;5;2020;1.611,8
Total;09 Cataluña;5;2019;1.591,9
Total;09 Cataluña;5;2018;1.555,6
Total;09 Cataluña;5;2017;1.498,9
Total;09 Cataluña;5;2016;1.499,6
Total;09 Cataluña;5;2015;1.494,8
Total;09 Cataluña;5;2014;1.501,9
Total;09 Cataluña;5;2013;1.498,8
Total;09 Cataluña;5;2012;1.491,2
Total;09 Cataluña;5;2011;1.488,8
Total;09 Cataluña;5;2010;1.487,1
Total;09 Cataluña;5;2009;1.450,5
Total;09 Cataluña;5;2008;1.413,6
Total;09 Cataluña;5;2007;1.337,5
Total;09 Cataluña;5;2006;1.275,0
Total;09 Cataluña;6;2024;2.136,8
Total;09 Cataluña;6;2023;2.064,9
Total;09 Cataluña;6;2022;1.917,4
Total;09 Cataluña;6;2021;1.871,4
Total;09 Cataluña;6;2020;1.820,2
Total;09 Cataluña;6;2019;1.800,0
Total;09 Cataluña;6;2018;1.754,7
Total;09 Cataluña;6;2017;1.705,9
Total;09 Cataluña;6;2016;1.707,9
Total;09 Cataluña;6;2015;1.706,1
Total;09 Cataluña;6;2014;1.722,3
Total;09 Cataluña;6;2013;1.707,2
Total;09 Cataluña;6;2012;1.688,0
Total;09 Cataluña;6;2011;1.680,6
Total;09 Cataluña;6;2010;1.666,5
Total;09 Cataluña;6;2009;1.627,7
Total;09 Cataluña;6;2008;1.575,8
Total;09 Cataluña;6;2007;1.495,9
Total;09 Cataluña;6;2006;1.415,0
Total;09 Cataluña;7;2024;2.450,4
Total;09 Cataluña;7;2023;2.357,9
Total;09 Cataluña;7;2022;2.182,6
Total;09 Cataluña;7;2021;2.154,8
Total;09 Cataluña;7;2020;2.101,7
Total;09 Cataluña;7;2019;2.053,5
Total;09 Cataluña;7;2018;2.022,2
Total;09 Cataluña;7;2017;1.972,1
Total;09 Cataluña;7;2016;1.971,0
Total;09 Cataluña;7;2015;1.952,7
Total;09 Cataluña;7;2014;1.993,8
Total;09 Cataluña;7;2013;1.986,6
Total;09 Cataluña;7;2012;1.940,4
Total;09 Cataluña;7;2011;1.928,7
Total;09 Cataluña;7;2010;1.917,6
Total;09 Cataluña;7;2009;1.870,2
Total;09 Cataluña;7;2008;1.793,5
Total;09 Cataluña;7;2007;1.701,4
Total;09 Cataluña;7;2006;1.628,3
Total;09 Cataluña;8;2024;2.915,6
Total;09 Cataluña;8;2023;2.780,9
Total;09 Cataluña;8;2022;2.588,3
Total;09 Cataluña;8;2021;2.567,1
Total;09 Cataluña;8;2020;2.539,8
Total;09 Cataluña;8;2019;2.446,7
Total;09 Cataluña;8;2018;2.416,3
Total;09 Cataluña;8;2017;2.347,4
Total;09 Cataluña;8;2016;2.355,2
Total;09 Cataluña;8;2015;2.367,7
Total;09 Cataluña;8;2014;2.378,1
Total;09 Cataluña;8;2013;2.370,1
Total;09 Cataluña;8;2012;2.315,0
Total;09 Cataluña;8;2011;2.284,6
Total;09 Cataluña;8;2010;2.295,6
Total;09 Cataluña;8;2009;2.243,9
Total;09 Cataluña;8;2008;2.144,7
Total;09 Cataluña;8;2007;2.043,1
Total;09 Cataluña;8;2006;1.964,3
Total;09 Cataluña;9;2024;3.590,4
Total;09 Cataluña;9;2023;3.403,5
Total;09 Cataluña;9;2022;3.173,5
Total;09 Cataluña;9;2021;3.153,9
Total;09 Cataluña;9;2020;3.150,9
Total;09 Cataluña;9;2019;3.033,2
Total;09 Cataluña;9;2018;2.978,7
Total;09 Cataluña;9;2017;2.964,8
Total;09 Cataluña;9;2016;2.921,2
Total;09 Cataluña;9;2015;2.967,7
Total;09 Cataluña;9;2014;2.934,6
Total;09 Cataluña;9;2013;2.921,5
Total;09 Cataluña;9;2012;2.854,2
Total;09 Cataluña;9;2011;2.845,5
Total;09 Cataluña;9;2010;2.847,4
Total;09 Cataluña;9;2009;2.796,3
Total;09 Cataluña;9;2008;2.689,3
Total;09 Cataluña;9;2007;2.556,8
Total;09 Cataluña;9;2006;2.443,8
Total;09 Cataluña;10;2024;5.932,3
Total;09 Cataluña;10;2023;5.243,6
Total;09 Cataluña;10;2022;4.927,9
Total;09 Cataluña;10;2021;5.121,3
Total;09 Cataluña;10;2020;5.066,1
Total;09 Cataluña;10;2019;4.764,7
Total;09 Cataluña;10;2018;4.955,9
Total;09 Cataluña;10;2017;4.575,5
Total;09 Cataluña;10;2016;4.521,6
Total;09 Cataluña;10;2015;4.847,1
Total;09 Cataluña;10;2014;4.642,0
Total;09 Cataluña;10;2013;4.608,1
Total;09 Cataluña;10;2012;4.528,5
Total;09 Cataluña;10;2011;4.448,0
Total;09 Cataluña;10;2010;4.333,4
Total;09 Cataluña;10;2009;4.425,4
Total;09 Cataluña;10;2008;4.397,7
Total;09 Cataluña;10;2007;3.650,0
Total;09 Cataluña;10;2006;3.572,1
Total;10 Comunitat Valenciana;Total;2024;2.181,2
Total;10 Comunitat Valenciana;Total;2023;2.079,9
Total;10 Comunitat Valenciana;Total;2022;1.937,4
Total;10 Comunitat Valenciana;Total;2021;1.945,3
Total;10 Comunitat Valenciana;Total;2020;1.920,7
Total;10 Comunitat Valenciana;Total;2019;1.860,9
Total;10 Comunitat Valenciana;Total;2018;1.784,8
Total;10 Comunitat Valenciana;Total;2017;1.677,8
Total;10 Comunitat Valenciana;Total;2016;1.736,0
Total;10 Comunitat Valenciana;Total;2015;1.674,8
Total;10 Comunitat Valenciana;Total;2014;1.745,5
Total;10 Comunitat Valenciana;Total;2013;1.741,1
Total;10 Comunitat Valenciana;Total;2012;1.729,8
Total;10 Comunitat Valenciana;Total;2011;1.709,2
Total;10 Comunitat Valenciana;Total;2010;1.686,7
Total;10 Comunitat Valenciana;Total;2009;1.613,0
Total;10 Comunitat Valenciana;Total;2008;1.578,1
Total;10 Comunitat Valenciana;Total;2007;1.522,7
Total;10 Comunitat Valenciana;Total;2006;1.421,5
Total;10 Comunitat Valenciana;1;2024;699,3
Total;10 Comunitat Valenciana;1;2023;621,4
Total;10 Comunitat Valenciana;1;2022;609,1
Total;10 Comunitat Valenciana;1;2021;575,3
Total;10 Comunitat Valenciana;1;2020;529,2
Total;10 Comunitat Valenciana;1;2019;531,3
Total;10 Comunitat Valenciana;1;2018;454,2
Total;10 Comunitat Valenciana;1;2017;443,5
Total;10 Comunitat Valenciana;1;2016;462,1
Total;10 Comunitat Valenciana;1;2015;394,9
Total;10 Comunitat Valenciana;1;2014;433,3
Total;10 Comunitat Valenciana;1;2013;407,6
Total;10 Comunitat Valenciana;1;2012;428,1
Total;10 Comunitat Valenciana;1;2011;461,5
Total;10 Comunitat Valenciana;1;2010;480,9
Total;10 Comunitat Valenciana;1;2009;483,0
Total;10 Comunitat Valenciana;1;2008;512,0
Total;10 Comunitat Valenciana;1;2007;495,8
Total;10 Comunitat Valenciana;1;2006;463,3
Total;10 Comunitat Valenciana;2;2024;1.274,2
Total;10 Comunitat Valenciana;2;2023;1.214,2
Total;10 Comunitat Valenciana;2;2022;1.134,2
Total;10 Comunitat Valenciana;2;2021;1.036,3
Total;10 Comunitat Valenciana;2;2020;1.000,1
Total;10 Comunitat Valenciana;2;2019;984,6
Total;10 Comunitat Valenciana;2;2018;903,4
Total;10 Comunitat Valenciana;2;2017;856,6
Total;10 Comunitat Valenciana;2;2016;857,7
Total;10 Comunitat Valenciana;2;2015;827,1
Total;10 Comunitat Valenciana;2;2014;817,9
Total;10 Comunitat Valenciana;2;2013;814,1
Total;10 Comunitat Valenciana;2;2012;832,2
Total;10 Comunitat Valenciana;2;2011;865,2
Total;10 Comunitat Valenciana;2;2010;885,0
Total;10 Comunitat Valenciana;2;2009;879,8
Total;10 Comunitat Valenciana;2;2008;890,4
Total;10 Comunitat Valenciana;2;2007;859,9
Total;10 Comunitat Valenciana;2;2006;802,6
Total;10 Comunitat Valenciana;3;2024;1.494,9
Total;10 Comunitat Valenciana;3;2023;1.440,1
Total;10 Comunitat Valenciana;3;2022;1.340,0
Total;10 Comunitat Valenciana;3;2021;1.259,9
Total;10 Comunitat Valenciana;3;2020;1.242,3
Total;10 Comunitat Valenciana;3;2019;1.217,3
Total;10 Comunitat Valenciana;3;2018;1.158,3
Total;10 Comunitat Valenciana;3;2017;1.124,1
Total;10 Comunitat Valenciana;3;2016;1.122,8
Total;10 Comunitat Valenciana;3;2015;1.100,5
Total;10 Comunitat Valenciana;3;2014;1.104,6
Total;10 Comunitat Valenciana;3;2013;1.102,9
Total;10 Comunitat Valenciana;3;2012;1.133,9
Total;10 Comunitat Valenciana;3;2011;1.132,9
Total;10 Comunitat Valenciana;3;2010;1.143,3
Total;10 Comunitat Valenciana;3;2009;1.124,8
Total;10 Comunitat Valenciana;3;2008;1.115,8
Total;10 Comunitat Valenciana;3;2007;1.066,6
Total;10 Comunitat Valenciana;3;2006;1.009,1
Total;10 Comunitat Valenciana;4;2024;1.687,5
Total;10 Comunitat Valenciana;4;2023;1.628,1
Total;10 Comunitat Valenciana;4;2022;1.518,6
Total;10 Comunitat Valenciana;4;2021;1.460,2
Total;10 Comunitat Valenciana;4;2020;1.428,1
Total;10 Comunitat Valenciana;4;2019;1.419,2
Total;10 Comunitat Valenciana;4;2018;1.353,7
Total;10 Comunitat Valenciana;4;2017;1.319,1
Total;10 Comunitat Valenciana;4;2016;1.323,2
Total;10 Comunitat Valenciana;4;2015;1.310,6
Total;10 Comunitat Valenciana;4;2014;1.313,6
Total;10 Comunitat Valenciana;4;2013;1.316,8
Total;10 Comunitat Valenciana;4;2012;1.326,6
Total;10 Comunitat Valenciana;4;2011;1.310,6
Total;10 Comunitat Valenciana;4;2010;1.312,6
Total;10 Comunitat Valenciana;4;2009;1.288,2
Total;10 Comunitat Valenciana;4;2008;1.268,1
Total;10 Comunitat Valenciana;4;2007;1.200,5
Total;10 Comunitat Valenciana;4;2006;1.146,3
Total;10 Comunitat Valenciana;5;2024;1.884,4
Total;10 Comunitat Valenciana;5;2023;1.828,9
Total;10 Comunitat Valenciana;5;2022;1.705,9
Total;10 Comunitat Valenciana;5;2021;1.655,7
Total;10 Comunitat Valenciana;5;2020;1.597,5
Total;10 Comunitat Valenciana;5;2019;1.593,8
Total;10 Comunitat Valenciana;5;2018;1.546,7
Total;10 Comunitat Valenciana;5;2017;1.490,9
Total;10 Comunitat Valenciana;5;2016;1.498,8
Total;10 Comunitat Valenciana;5;2015;1.493,8
Total;10 Comunitat Valenciana;5;2014;1.496,5
Total;10 Comunitat Valenciana;5;2013;1.503,3
Total;10 Comunitat Valenciana;5;2012;1.492,5
Total;10 Comunitat Valenciana;5;2011;1.482,1
Total;10 Comunitat Valenciana;5;2010;1.469,1
Total;10 Comunitat Valenciana;5;2009;1.434,3
Total;10 Comunitat Valenciana;5;2008;1.405,6
Total;10 Comunitat Valenciana;5;2007;1.334,3
Total;10 Comunitat Valenciana;5;2006;1.272,4
Total;10 Comunitat Valenciana;6;2024;2.139,1
Total;10 Comunitat Valenciana;6;2023;2.061,8
Total;10 Comunitat Valenciana;6;2022;1.913,3
Total;10 Comunitat Valenciana;6;2021;1.863,3
Total;10 Comunitat Valenciana;6;2020;1.813,9
Total;10 Comunitat Valenciana;6;2019;1.785,9
Total;10 Comunitat Valenciana;6;2018;1.751,2
Total;10 Comunitat Valenciana;6;2017;1.699,6
Total;10 Comunitat Valenciana;6;2016;1.709,1
Total;10 Comunitat Valenciana;6;2015;1.702,4
Total;10 Comunitat Valenciana;6;2014;1.709,4
Total;10 Comunitat Valenciana;6;2013;1.695,7
Total;10 Comunitat Valenciana;6;2012;1.680,2
Total;10 Comunitat Valenciana;6;2011;1.674,7
Total;10 Comunitat Valenciana;6;2010;1.669,0
Total;10 Comunitat Valenciana;6;2009;1.625,8
Total;10 Comunitat Valenciana;6;2008;1.571,4
Total;10 Comunitat Valenciana;6;2007;1.493,3
Total;10 Comunitat Valenciana;6;2006;1.420,7
Total;10 Comunitat Valenciana;7;2024;2.444,1
Total;10 Comunitat Valenciana;7;2023;2.362,7
Total;10 Comunitat Valenciana;7;2022;2.180,4
Total;10 Comunitat Valenciana;7;2021;2.144,6
Total;10 Comunitat Valenciana;7;2020;2.119,3
Total;10 Comunitat Valenciana;7;2019;2.056,1
Total;10 Comunitat Valenciana;7;2018;2.018,5
Total;10 Comunitat Valenciana;7;2017;1.967,8
Total;10 Comunitat Valenciana;7;2016;1.967,7
Total;10 Comunitat Valenciana;7;2015;1.954,7
Total;10 Comunitat Valenciana;7;2014;2.010,7
Total;10 Comunitat Valenciana;7;2013;1.972,5
Total;10 Comunitat Valenciana;7;2012;1.947,4
Total;10 Comunitat Valenciana;7;2011;1.925,3
Total;10 Comunitat Valenciana;7;2010;1.911,6
Total;10 Comunitat Valenciana;7;2009;1.867,2
Total;10 Comunitat Valenciana;7;2008;1.796,5
Total;10 Comunitat Valenciana;7;2007;1.703,0
Total;10 Comunitat Valenciana;7;2006;1.622,2
Total;10 Comunitat Valenciana;8;2024;2.913,6
Total;10 Comunitat Valenciana;8;2023;2.774,7
Total;10 Comunitat Valenciana;8;2022;2.619,1
Total;10 Comunitat Valenciana;8;2021;2.563,6
Total;10 Comunitat Valenciana;8;2020;2.547,1
Total;10 Comunitat Valenciana;8;2019;2.435,1
Total;10 Comunitat Valenciana;8;2018;2.411,5
Total;10 Comunitat Valenciana;8;2017;2.360,0
Total;10 Comunitat Valenciana;8;2016;2.343,1
Total;10 Comunitat Valenciana;8;2015;2.352,3
Total;10 Comunitat Valenciana;8;2014;2.381,9
Total;10 Comunitat Valenciana;8;2013;2.363,6
Total;10 Comunitat Valenciana;8;2012;2.319,3
Total;10 Comunitat Valenciana;8;2011;2.305,7
Total;10 Comunitat Valenciana;8;2010;2.280,3
Total;10 Comunitat Valenciana;8;2009;2.224,8
Total;10 Comunitat Valenciana;8;2008;2.138,1
Total;10 Comunitat Valenciana;8;2007;2.035,3
Total;10 Comunitat Valenciana;8;2006;1.965,1
Total;10 Comunitat Valenciana;9;2024;3.540,8
Total;10 Comunitat Valenciana;9;2023;3.386,4
Total;10 Comunitat Valenciana;9;2022;3.154,9
Total;10 Comunitat Valenciana;9;2021;3.116,9
Total;10 Comunitat Valenciana;9;2020;3.128,1
Total;10 Comunitat Valenciana;9;2019;3.034,3
Total;10 Comunitat Valenciana;9;2018;3.017,2
Total;10 Comunitat Valenciana;9;2017;2.942,9
Total;10 Comunitat Valenciana;9;2016;2.897,8
Total;10 Comunitat Valenciana;9;2015;2.957,2
Total;10 Comunitat Valenciana;9;2014;2.938,1
Total;10 Comunitat Valenciana;9;2013;2.933,9
Total;10 Comunitat Valenciana;9;2012;2.844,3
Total;10 Comunitat Valenciana;9;2011;2.840,6
Total;10 Comunitat Valenciana;9;2010;2.840,2
Total;10 Comunitat Valenciana;9;2009;2.812,5
Total;10 Comunitat Valenciana;9;2008;2.687,6
Total;10 Comunitat Valenciana;9;2007;2.570,1
Total;10 Comunitat Valenciana;9;2006;2.451,4
Total;10 Comunitat Valenciana;10;2024;5.735,5
Total;10 Comunitat Valenciana;10;2023;5.344,0
Total;10 Comunitat Valenciana;10;2022;4.849,6
Total;10 Comunitat Valenciana;10;2021;5.176,7
Total;10 Comunitat Valenciana;10;2020;5.136,2
Total;10 Comunitat Valenciana;10;2019;4.760,2
Total;10 Comunitat Valenciana;10;2018;4.786,9
Total;10 Comunitat Valenciana;10;2017;4.442,6
Total;10 Comunitat Valenciana;10;2016;4.492,7
Total;10 Comunitat Valenciana;10;2015;4.578,6
Total;10 Comunitat Valenciana;10;2014;4.620,2
Total;10 Comunitat Valenciana;10;2013;4.558,0
Total;10 Comunitat Valenciana;10;2012;4.469,1
Total;10 Comunitat Valenciana;10;2011;4.410,6
Total;10 Comunitat Valenciana;10;2010;4.197,2
Total;10 Comunitat Valenciana;10;2009;4.254,1
Total;10 Comunitat Valenciana;10;2008;4.198,9
Total;10 Comunitat Valenciana;10;2007;3.633,4
Total;10 Comunitat Valenciana;10;2006;3.466,1
Total;11 Extremadura;Total;2024;2.127,2
Total;11 Extremadura;Total;2023;1.915,9
Total;11 Extremadura;Total;2022;1.841,2
Total;11 Extremadura;Total;2021;1.628,2
Total;11 Extremadura;Total;2020;1.760,5
Total;11 Extremadura;Total;2019;1.682,6
Total;11 Extremadura;Total;2018;1.612,3
Total;11 Extremadura;Total;2017;1.583,4
Total;11 Extremadura;Total;2016;1.613,0
Total;11 Extremadura;Total;2015;1.549,9
Total;11 Extremadura;Total;2014;1.588,8
Total;11 Extremadura;Total;2013;1.622,4
Total;11 Extremadura;Total;2012;1.587,9
Total;11 Extremadura;Total;2011;1.554,5
Total;11 Extremadura;Total;2010;1.626,4
Total;11 Extremadura;Total;2009;1.510,2
Total;11 Extremadura;Total;2008;1.581,5
Total;11 Extremadura;Total;2007;1.446,2
Total;11 Extremadura;Total;2006;1.342,5
Total;11 Extremadura;1;2024;734,5
Total;11 Extremadura;1;2023;647,2
Total;11 Extremadura;1;2022;577,3
Total;11 Extremadura;1;2021;571,8
Total;11 Extremadura;1;2020;513,8
Total;11 Extremadura;1;2019;467,1
Total;11 Extremadura;1;2018;467,7
Total;11 Extremadura;1;2017;487,2
Total;11 Extremadura;1;2016;466,4
Total;11 Extremadura;1;2015;414,3
Total;11 Extremadura;1;2014;407,6
Total;11 Extremadura;1;2013;413,0
Total;11 Extremadura;1;2012;438,4
Total;11 Extremadura;1;2011;462,1
Total;11 Extremadura;1;2010;480,6
Total;11 Extremadura;1;2009;505,6
Total;11 Extremadura;1;2008;509,3
Total;11 Extremadura;1;2007;476,3
Total;11 Extremadura;1;2006;481,1
Total;11 Extremadura;2;2024;1.290,8
Total;11 Extremadura;2;2023;1.224,1
Total;11 Extremadura;2;2022;1.145,7
Total;11 Extremadura;2;2021;1.047,1
Total;11 Extremadura;2;2020;1.006,7
Total;11 Extremadura;2;2019;998,2
Total;11 Extremadura;2;2018;902,5
Total;11 Extremadura;2;2017;869,8
Total;11 Extremadura;2;2016;844,0
Total;11 Extremadura;2;2015;825,0
Total;11 Extremadura;2;2014;816,4
Total;11 Extremadura;2;2013;813,1
Total;11 Extremadura;2;2012;852,0
Total;11 Extremadura;2;2011;855,4
Total;11 Extremadura;2;2010;885,1
Total;11 Extremadura;2;2009;877,3
Total;11 Extremadura;2;2008;882,7
Total;11 Extremadura;2;2007;859,2
Total;11 Extremadura;2;2006;804,8
Total;11 Extremadura;3;2024;1.481,7
Total;11 Extremadura;3;2023;1.434,2
Total;11 Extremadura;3;2022;1.327,7
Total;11 Extremadura;3;2021;1.248,7
Total;11 Extremadura;3;2020;1.227,4
Total;11 Extremadura;3;2019;1.229,8
Total;11 Extremadura;3;2018;1.156,2
Total;11 Extremadura;3;2017;1.128,1
Total;11 Extremadura;3;2016;1.126,6
Total;11 Extremadura;3;2015;1.107,5
Total;11 Extremadura;3;2014;1.099,6
Total;11 Extremadura;3;2013;1.097,4
Total;11 Extremadura;3;2012;1.135,7
Total;11 Extremadura;3;2011;1.133,0
Total;11 Extremadura;3;2010;1.135,3
Total;11 Extremadura;3;2009;1.116,4
Total;11 Extremadura;3;2008;1.103,2
Total;11 Extremadura;3;2007;1.058,5
Total;11 Extremadura;3;2006;996,5
Total;11 Extremadura;4;2024;1.681,0
Total;11 Extremadura;4;2023;1.634,0
Total;11 Extremadura;4;2022;1.528,1
Total;11 Extremadura;4;2021;1.460,5
Total;11 Extremadura;4;2020;1.423,1
Total;11 Extremadura;4;2019;1.416,4
Total;11 Extremadura;4;2018;1.351,5
Total;11 Extremadura;4;2017;1.324,2
Total;11 Extremadura;4;2016;1.325,3
Total;11 Extremadura;4;2015;1.313,4
Total;11 Extremadura;4;2014;1.299,3
Total;11 Extremadura;4;2013;1.308,8
Total;11 Extremadura;4;2012;1.313,1
Total;11 Extremadura;4;2011;1.308,8
Total;11 Extremadura;4;2010;1.308,4
Total;11 Extremadura;4;2009;1.288,8
Total;11 Extremadura;4;2008;1.266,0
Total;11 Extremadura;4;2007;1.204,5
Total;11 Extremadura;4;2006;1.134,2
Total;11 Extremadura;5;2024;1.880,4
Total;11 Extremadura;5;2023;1.830,9
Total;11 Extremadura;5;2022;1.688,2
Total;11 Extremadura;5;2021;1.655,1
Total;11 Extremadura;5;2020;1.611,4
Total;11 Extremadura;5;2019;1.586,4
Total;11 Extremadura;5;2018;1.537,6
Total;11 Extremadura;5;2017;1.488,3
Total;11 Extremadura;5;2016;1.498,5
Total;11 Extremadura;5;2015;1.496,3
Total;11 Extremadura;5;2014;1.488,2
Total;11 Extremadura;5;2013;1.506,7
Total;11 Extremadura;5;2012;1.499,5
Total;11 Extremadura;5;2011;1.474,7
Total;11 Extremadura;5;2010;1.478,0
Total;11 Extremadura;5;2009;1.439,6
Total;11 Extremadura;5;2008;1.410,7
Total;11 Extremadura;5;2007;1.341,2
Total;11 Extremadura;5;2006;1.258,2
Total;11 Extremadura;6;2024;2.125,5
Total;11 Extremadura;6;2023;2.071,5
Total;11 Extremadura;6;2022;1.897,6
Total;11 Extremadura;6;2021;1.851,5
Total;11 Extremadura;6;2020;1.817,2
Total;11 Extremadura;6;2019;1.789,0
Total;11 Extremadura;6;2018;1.725,4
Total;11 Extremadura;6;2017;1.693,6
Total;11 Extremadura;6;2016;1.706,7
